prodID,Name,Review,Positive,Negative,Neutral,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",If you really want to have a good read on something digital this is the item you're looking for. It really is lightweight and highly functional. The battery lasts a long time and the screen is easy on the eyes. The only difficulty sometimes is reading in extremely bright environments. Overall an excellent buy.,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","Love my kindle, makes reading at night so easy and it feels like you are reading a real book.",1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Good product for child. Who only need to read the books,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",This Kindle is a convenient size yet lettering is easy to read.,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","I use this every day on my commute. Great battery life, no backlight but very readable with normal lighting. I like the built in dictionary. Email yourself pdf or mobi files for easy transfers.",1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",It does its job but I would buy one which the screen is brighter. There are times that it's difficult to read because screen is not too bright,0,0,1,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Great product for myself! And I bought it when there was great deal on it!,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Item work well and was easy to read from in day light,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Great product and service will refer to a friend. And the sales man r good,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Everything is great except that i can't read external pdfs properly. Either it zooms too much of too little. For kindle books it provides great experience. Battery life is awesome!,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","I was looking for a kindle whitepaper. I saw online for $80. What a deal. I ordered it on line and picked it up in the store. I got it home and couldn't adjust the brightness. After a lengthy time with online customer service I called customer service. After 20 minuets with speaking to a female Elmer Fud that doesn't speak english well I figured I would just return it. Although it looks Identical to the $120 model, you can not adjust the brightness. That would have been good information before I bought it.",0,1,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",This is a nice bare-bones reading device. Easy to set up and use. My greatest issue is that it isn't back lit so it can't be used w/o a light on in the room. Returning it an purchasing a paperwhite instead.,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","Easy to use and navigate, purchasing books is fast and simple and I love the fact that I can password protect this device",1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",The Amazon Kindle is light weight and easy to use.,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","I love hear readers, I had to replace mine because I destroyed the last, but it is awesome",1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Love the simplicity. Also love that I use it for reading only and can't download distracting apps.,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",My husband loves this Kindle. He has a muscular disease keeping him from being able to handle anything with much weight at all. This is perfect.,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",I've wanted a kindle for a while and decided to get it when BB put it on sale. I am not disappointed.,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",I have several Kindles so knew what to expect. It is a great reading device and I keep several in different locations.,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","I like this e reader, but wish the screen were higher resolution. It requires decent light to look good, but it is easy on my eyes. The screen updates involve flashing the whole screen, which I noticed less over time. The advertised month long battery life is just standby time, it lasts much less if you are downloading and reading books.",1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",My fiancée really enjoyes it! I would definitely recommend.,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","Simple, great buy for your money if you are an avid reader.",1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",I like the changes that have been made since my current 4 year old unit was purchased,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Fits nicely in your hand and its touchable. increase the size of the fonts,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","Great buy, do a lot of reading and he no glear screen is awesome while in the sun.",1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",I lie the size and weight for the kindle-makes it very convenient to take large books with me in digital format.,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Great price and works great for book reading. Would recommend,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Got it when it was on sale. Totally fall in love with it. Bring with it me everywhere.,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",I never used kindle before. My wife gifted me on my birthday. This is the amazing product. I am using it for daily reading. The display is fantastic and no strain on eyes.,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",I bought this with paper white and didn’t see much of a difference in terms of resolution and use. I totally recommend this reader as it’s so small and powerful!,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",The sales people are really nice and knowledgeable to me I will come back again,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",I'm a longtime Kindle user and jumped at the opportunity to bring my granddaughter into the fold with this gift. She loved it!,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","Overall good product, does what is advertised, comfortable to use.",1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","The kindle has come in very handy lately, I always have a book to read and this is great to just grab on the go. Battery life is great, only drawback is no backlight.",1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","I am loving my new Kindle! I have wanted one for a while and finally bought one, and even though it was the cheapest one, it has exceeded my expectations. I love how there is no glare.",1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","I already has an older version of the Kindle, but this one is even better. I love the touch screen and the ability to scroll without buttons.",1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","Bought this for my 90+ year-old, totally no-tech mom. Her first e-book is Gone with the Wind. She likes the size and ease of use.",1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","Amazon kindle products have always been reliable, consistent quality and this is no different. Very happy with it.",1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",working well and very cheap if we think in the price way,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","The battery doesn't last as long as was advertised, if you have the money I would recommend the backlit model.",1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","This Kindle doesn't have a lighted screen like the pricier models but it has a higher dpi screen than the lower model. It's exactly what I needed, nothing more, nothing less. I've had no problems with the reader at all so far so I'll give it 5 stars.",1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",The kindle is good to download apps for books catch up with reading,0,0,1,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","After the first one stopped working after only 3 weeks-best Buy replaced it with no fuss and it's going great. Small, lightweight (so fits in a purse/handbag) and with the anti-glare screen you can read in direct sunlight",1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","I bought this Kindle Paperwhite for my son to use at school, instead of his more expensive and delicate tablet. The display options make it adaptable for just about anyone, and is much easier on the eyes when reading for an extended period of time. Please keep in mind that this does not have a glowlight. The Kindle is durable, and although I bought a case for it, a case really isnt necessary if you are relatively careful with it. The most surprising thing about this has been the extra long battery life. My son is an avid reader, and noticed that he needs to charge his Kindle considerably less than when he uses his tablet.",1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","Great item, easy to use,would recommend to anybody want to use!",1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",I bought this as a gift to my dad and he loves it. Well worth if you dont plan on reading in dark.,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",the future of reading you just have this and it is like a whole library,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","I bought this for my daughter, wanting to get her a kindle without having access to games (like with the kindle fire). This latest version of the kindle is excellent. I am jealous of my daughter and now am thinking about upgrading from my older kindle. The touchscreen is responsive. If you like reading on the kindle, it is worth the update.",1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","This is a great way to read books on the go. There's no backlight, so reading in darker rooms may be hard. But it's affordable and portable and a great way to take all your books with you.",1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","I love the Kindle, it is a great product. It reduces eye strain so I enjoy reading on it. This is my second Kindle.",1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",i bought this as a backup. I am currently using the same headphone.,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","We got the Kindle for our daughter who accompanied us to try out the two Kindle models. We were willing to buy either one and we assumed she would want the more expensive one with the backlighting feature. But as she tried both, she gravitated with certainty toward the basic model. ""Why would U want to read in the dark?"" She said. As the weeks and months have gone by, she says she's completely happy with the basic Kindle, it's exactly what she wanted. Perfect.",1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","Good, able to read under bright sunlight conditions too",1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Very easy to handle. many books to choose from and very convenient,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",I purchased this product because I love to read and buying books got costly. With this product I can read all I want for 10.00 a month,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",it is smaller than i thought but it gets the job done.,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","Love my new Kindle! I hadn't read in a while and hesitant of a kindle, easy to use, lightweight and convenient to pick up a book. great for outdoor reading. only downside is if you want to read in the dark has no back light. crisp clear text and easy to set up.",1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","Product is good, light. Amazing battery backup. I charge the Kindle one in 4 weeks. Great product for reasonable price. USB connection is easy, Books are easy to download. Overall, everyone must have Kindle with them and this is the best product/model to start with.Understandably, this is the beginner level model for people who never used Kindle before. Features like LED lights, White paper background are not available on this model. These features are there on higher models so one cannot read it in Dark without lights. But again, for this price you would not get any other good readers.If you are someone who reads in dark then I would suggest go for Higher Kindle models.",1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Kindle is the perfect E-reader. Easy to use and size is perfect to bring 'book' on the go.,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Easy to use and it arrived exactly as described. Good beginner device for youngsters who want a device to read from.,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Looking at the picture and seeing it was 8th generation I assumed it would be a great device. I had an original Kindle but I stopped using it because it wasn't backlit. I thought an 8th generation would be backlit and the picture makes it look backlit but it is not. After 25 minutes on the phone with Amazon trying to make it brighter the technician finally realized that 8th generation is not supported with backlights. I took it back to Target and purchased The Paperwhite which was more money but definitely worth it. The 8th generation one is smaller so I assumed that was the reason for the price difference. Target made the experience pleasant.,0,1,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",My fiance really enjoyes it! I would definitely recommend.,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","For me, the Kindle Black was not a good fit for me. There are times I read at night in bed when my husband is sleeping. This model doesn't have a back light so I'm unable to read at night without turning on a light and waking up my husband.So I returned and went for a Kindle Fire.",0,0,1,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","It is still the best device for buying books and reading them. However, go with kindle paperwhite if you read books in dark places.",1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Great product and service and the sales man r really nice.,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","When you first turn on the kindle, the home screen does not make it easy to determine exactly how to open up and read a downloaded book.",1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","My wife loves it, replaces a Kindle from like 2003.",1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","It's small, light, and easy to read from. I just wish I would have spent the extra 30 bucks and got the paperwhite. The more i use this one the more I wish I had the option of a backlight. If you're on the fence as I was, go with the paperwhite! However if the backlight is not an issue, this device is great and I would recommend it.",1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",This device is good for entry level reader only in daylight.Its doesnot support reading in dark. To read in dark you will have to purchase a light or cover case with light attached. I either case it will put a lot of strain in your eyes.,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","I love my new Kindle. The size is perfect. It fits right in my purse. Easy to navigate and I love the touch screen. I am able to read outside without a glare. Only flaw is that it is not backlit, so in order to read in the dark I need a book light. I don't mind that so much, I just wish kindle would come out with a case for this Kindle with a built in book light like they did for the first generation Kindle.",1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",it would not load my books proper. took a dozen tries erasing an dreregistering. screen too dark,0,0,1,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","I bought this for my daughter. It is our 4th Kindle bought within the family. The touchscreen is great and my daughter loves it. In fact, those of us with older model Kindles are jealous.",1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","This is a pretty cool little device. Im able to download books through wireless and read them later at my convenience. Only drawback is I wish it had more storage. But for the price, it works good.",0,0,1,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Exactly what I was looking for size wise and functional.,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","As always, great job! Very easy to use and it's always with me. Only problem I have is the button on the bottom is touchy, but not really an issue. Keep up the good work",1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","I especially like the Amazon has a system to convert pdf to kindle format. Some of the things I read (journal articles) are in pdf format and I can email them to my kindle email and it shows up on my kindle with kindle format (larger text). You can find your kindel email at your account information. Only thing, I would have like a screen little larger.",1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Im happy to have it. Very comfortable and easy to use every where,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","This is my eighth Kindle. Some others were either lost or screen-damaged. I bought it as a spare. Current model is better looking than earlier versions (white case), sturdier, and has an improved screen. Great price also; wish I'd bought two.",1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",My nephew is going to college next year and we want to give him a gift. Kindle suits it well for him to learn and study.,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Excellent lightweight way to take a lot of reading materials along when traveling.,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","I love my Kindle! I'm back to reading so much more often as I always have several books with me at all times! At first it surprised me that this version doesn't have a back light and you need a light to read, but I actually like it now as I don't get the eye strain like I do when using my phone.",1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","I love having real books, but these are great for travel and keeping your bookshelves lighter. I wish you could buy them with larger storage without having to buy the larger size pad. It also sucks that they are 4gig, but 1gig is taken up by the OS and advertising. Seriously? It reads PDFs and needs a 1 gig OS. Lame. The last thing I would change is being able to reverse the lettering so at night you could have white lettering and a black background, so it's less bright on the eyes.",0,0,1,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",It's a perfect gift for young adult during the holiday session.,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)","The screen is too dark, and cannot adjust the brightness",0,1,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",I should have purchased a kindle sooner. It's easy to use and I love it!,1,0,0,,,,,,
AVqVGZNvQMlgsOJE6eUY,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",This was purchased as a gift and they've absolutely loved it.,1,0,0,,,,,,
AWFUWc8THh53nbDRF6YO,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Great Gift for anyone. Very easy to setup. Coexist with all IOT Devices. Alexa is AWESOME!,1,0,0,,,,,,
AWFUWc8THh53nbDRF6YO,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Super excited to give this as a gift. It's super convenient that Best Buy has Echo products in store instead of having to purchase from Amazon.,1,0,0,,,,,,
AWFUWc8THh53nbDRF6YO,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","We bought this for mother in law, buying another for me.",1,0,0,,,,,,
AWFUWc8THh53nbDRF6YO,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Well designed, good sound, has everything Alexa has plus the HD video. Always ready with answers with associated video or text if applicable. Can show movie trailers, can also watch Amazon video. Excellent on-demand security video with Amazon compatible cameras. Voice activated message and/or video calls to Amazon Show owners or Alexa App holders. Highly recommended.",1,0,0,,,,,,
AWFUWc8THh53nbDRF6YO,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",I have one Alexa and three Echo dots and having Echo Show now is awesome!,1,0,0,,,,,,
AWFUWc8THh53nbDRF6YO,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Omg I love my amazon show it is sooo cool and does a lot of cool stuff,1,0,0,,,,,,
AWFUWc8THh53nbDRF6YO,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Great looking design. Amazon Echo Show was easy to set up and use.,1,0,0,,,,,,
AWFUWc8THh53nbDRF6YO,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",The product is very entertaining and useful. Would recommend it to anyone.,1,0,0,,,,,,
AWFUWc8THh53nbDRF6YO,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Got it for few weeks but it kind of fades away from your life.,1,0,0,,,,,,
AWFUWc8THh53nbDRF6YO,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",This device is awesome ‘ really lets you get very excited about smart home technology ‘ I’m buying a second one for my upstairs,1,0,0,,,,,,
AWFUWc8THh53nbDRF6YO,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",I purchased this for my daughter and when I tell you she was so happy she hugged the box then me and back to the box!,1,0,0,,,,,,
AWFUWc8THh53nbDRF6YO,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Overall product is excellent. Speakers should have a capability to be used as Bluetooth speakers like the echo.,1,0,0,,,,,,
AWFUWc8THh53nbDRF6YO,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","I have the spot, dot and two shows, I started out with the spot and loved it so much I wanted a bigger one. This was a (Best Buy) ! No pun intended lol",1,0,0,,,,,,
AWFUWc8THh53nbDRF6YO,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","I was a little hesitant to spend the money to get this but I am so glad I did! Alexa always answers when I say the commands and I have noticed it is probably 95% right with any command that I have given. Love the fact that I can see things on the screen. Some of my news briefings have a picture/video so that's nice too. We also love the video call option. Planning on getting one for my grandma who is not as technologically advanced, and could just sit at a table and talk with the grandkids. Worth every penny.",1,0,0,,,,,,
AWFUWc8THh53nbDRF6YO,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Great product, very much recommended. Service at Best buy is always the best",1,0,0,,,,,,
AWFUWc8THh53nbDRF6YO,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","I bought 2 of these for gifts. I love my Echo and think the new one will be incredible too! After the holidays, I will buy one for myself!",1,0,0,,,,,,
AWFUWc8THh53nbDRF6YO,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","I can watch videos, check my security cameras, and grey two for a fantastic price",1,0,0,,,,,,
AWFUWc8THh53nbDRF6YO,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","Dreams need topics, song lyrics scroll during song play, watch movies/trailers and etc. With it, if you can get it on sale, bought my for special deal at Best Buy for $129.99. not sure if the value is there at the regular price of$249.99. but it is very cool device.",1,0,0,,,,,,
AWFUWc8THh53nbDRF6YO,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen","information on weather, updates on music, events. Fun questions answered while working in kitchen. Good sound for a limited areaGreat sales assistance at Best Buy",1,0,0,,,,,,
